id,message,is_page_post,like_count,parent_id,sm_account_id,created_date,updated_date,scraped_date,author_id,author_name
1133434530046144_1138118279577769,`Kind of cool yaar how Airtel responding the same to everyone by picking up the name from profile. Speak to machine, talk to my hands. Poor service.`,f,1,147351511955143_1133434530046144,147351511955143,2016-07-25 12:30:18,2016-07-25 12:30:18,2016-08-01 12:01:36.31167,,
1762593227363810_1762933900663076,Now I smell like they just wanted to do some manipulation which I caught. Because everyone from customer care writing to me about my plan and avoiding what I want to point out.,f,1,1762593227363810_1762608320695634,147351511955143,2016-07-29 06:58:29,2016-07-29 06:58:29,2016-08-11 12:01:31.509629,1763273027295830.0,राम कृष्ण हाथी
1762593227363810_1762968170659649,`Hi! We have escalated this matter to the concerned department and will call you to share an update. Regards, Prashant`,t,0,1762593227363810_1762608320695634,147351511955143,2016-07-29 08:36:56,2016-07-29 08:36:56,2016-08-11 12:01:31.510799,147351511955143.0,Airtel India
147351511955143_10210500025606258,Follow the #sheerincompetence of these morons who call themselves Customer Care Executives..... Don't understand English.... They don't understand hindi.... These college dropouts don't even understand a #simplequestion and just one request that I made... Bhagwan bachaye aise do kaori ki company ke logon se.......,f,1,,147351511955143,2016-08-09 09:08:22,2016-08-09 09:55:48,2016-08-23 12:01:38.839158,1.0210292905988396e+16,Desmond John
1133434530046144_1139215276134736,`'30 more days' is just the bribe I guess !!

They just did what they are supposed to do earlier..!! 

Nothing else!`,f,1,1133434530046144_1134937106562553,147351511955143,2016-07-27 06:01:07,2016-07-27 06:01:07,2016-08-01 12:01:36.304259,,
1265688916788058_1266810953342521,`Pathetic service by airtel, these guys are making money to add charges to customers account but service is going drastically down these days. network is poor, they advertise 4g but even thier 3g and 2g are still poor. I sent complaint many times earlier but no improvement, still struggling for network. Disappointed customer...`,f,0,147351511955143_1265688916788058,147351511955143,2016-08-06 20:41:05,2016-08-06 20:41:05,2016-08-19 12:01:52.546337,1.0205896524486788e+16,Shail Yaduvanshi
1133434530046144_1139225876133676,`But, to me this should not be withdrawn!

As this should lead the way it is! So, the providers should expedite their services and it should be and no more; a common man should be affected further!😈`,f,1,1133434530046144_1134937106562553,147351511955143,2016-07-27 06:34:12,2016-07-27 06:34:12,2016-08-01 12:01:36.305083,,
1133434530046144_1139258592797071,`Hi Sagar! It's unfortunate you have had a bad experience. Please allow us to look into this for you. We'll get it checked and connect with you to discuss. Regards, Vinita`,t,0,1133434530046144_1134937106562553,147351511955143,2016-07-27 07:55:23,2016-07-27 07:55:23,2016-08-01 12:01:36.30528,,
1265688916788058_1266670663356550,`Airtel Chinchwad Pune.
Worst customer care. 
Executive refused to give receipt for the sim replacement charges.
It looks very small amount for individuals though it has huge potential to raise black money.
Airtel worst at it. @AirtelIndia
#opennetwork #transparency 🔔`,f,0,147351511955143_1265688916788058,147351511955143,2016-08-06 16:33:16,2016-08-06 16:33:16,2016-08-19 12:01:52.545216,1.020947630056196e+16,Aadinath Gherade
1260162230674060_1268437116513238,AIRTEL SUCKS,f,0,147351511955143_1260162230674060,147351511955143,2016-08-09 00:49:30,2016-08-09 00:49:30,2016-08-11 12:01:34.558373,574561772728576.0,Gagan Bose
1762593227363810_1762999943989805,Airtel India no 1 network....😀😀😀😀,f,1,147351511955143_1762593227363810,147351511955143,2016-07-29 10:05:24,2016-07-29 10:05:24,2016-08-11 12:01:31.521513,684033401770808.0,Shreeram Swain
1762593227363810_1763057460650720,Testing valaki heini sanga..,f,1,147351511955143_1762593227363810,147351511955143,2016-07-29 12:14:38,2016-07-29 12:14:38,2016-08-11 12:01:31.518233,1.0209674789723506e+16,Binaya Parhy
1133434530046144_1139272356129028,,f,0,1133434530046144_1134937106562553,147351511955143,2016-07-27 08:12:30,2016-07-27 08:12:30,2016-08-01 12:01:36.305729,,
1253542021336081_1254874181202865,`Sab sa adik choor compani, sath me sab sa gatya natwork and ak dm bakvas call rate,`,f,0,147351511955143_1253542021336081,147351511955143,2016-07-21 03:49:51,2016-07-21 03:49:51,2016-08-02 12:01:38.275087,,
1253769267980023_1254187997938150,Airtel India u all are lyers,f,0,1253769267980023_1253795164644100,147351511955143,2016-07-20 02:59:52,2016-07-20 02:59:52,2016-08-02 12:01:38.190475,,
1260162230674060_1268511016505848,`Hi Animish! We will have someone from the relevant team connect with you today to share an update. Rgds, Swati`,t,0,1260162230674060_1267062203317396,147351511955143,2016-08-09 04:20:19,2016-08-09 04:20:19,2016-08-11 12:01:34.516163,147351511955143.0,Airtel India
2080050112220417_2080062868885808,Pls fix my airtel money too,f,0,147351511955143_2080050112220417,147351511955143,2016-07-28 09:09:10,2016-07-28 09:09:10,2016-08-11 12:01:34.56928,2081244328767662.0,Nyajum Portugas D Ori
229224430810346_229227674143355,Mindblowing.....u,f,0,147351511955143_229224430810346,147351511955143,2016-07-28 15:20:39,2016-07-28 15:20:39,2016-08-11 12:01:31.470279,1750328681916253.0,Bidyut Sarkar
1188474057861499_1188475174528054,I have been facing this problem since past one month..before that I think iPhone 5s used to be data compatible handsets but not anymore now...,f,0,147351511955143_1188474057861499,147351511955143,2016-07-18 03:03:42,2016-07-18 03:03:42,2016-08-01 12:01:38.856761,,
1265688916788058_1267004693323147,9999380308,f,0,1265688916788058_1266932256663724,147351511955143,2016-08-07 03:30:16,2016-08-07 03:30:16,2016-08-19 12:01:52.504642,1.0205896524486788e+16,Shail Yaduvanshi
10208236866692043_10208245085617511,`Hi Jigar! We have made a note of your concern, we will connect with you to share an update. Regards, Saurabh`,t,0,10208236866692043_10208240509943122,147351511955143,2016-07-19 13:34:46,2016-07-19 13:34:46,2016-08-01 12:01:32.250979,,
